TrialNumber,ApplicationNumber,FilingDate,PatentNumber
IPR2017-01165,09545948,2017-03-27,6975220
IPR2017-01184,10871219,2017-03-28,7472151
IPR2017-01183,10775652,2017-03-28,7720294
IPR2017-01212,14449809,2017-03-30,8989445
IPR2017-01228,12620092,2017-03-31,8805001
IPR2017-01217,14449809,2017-03-31,8989445
IPR2017-01231,11676926,2017-03-31,7650015
IPR2017-01235,14148648,2017-04-03,8850507
IPR2017-01237,14148630,2017-04-03,8914840
IPR2017-01225,13109738,2017-04-03,8760454
IPR2017-01226,14614967,2017-04-03,9582846
IPR2017-01292,14512189,2017-04-18,9555027
IPR2017-01300,14504326,2017-04-21,9025896
IPR2017-01316,13153197,2017-04-24,8528118
IPR2017-01325,10328214,2017-05-01,6997882
IPR2017-01420,13951169,2017-05-10,9063850
IPR2017-01455,09538602,2017-05-19,7028327
IPR2017-01627,11553426,2017-06-16,7415530
IPR2017-01629,14303276,2017-06-16,9116908
IPR2017-01670,10724384,2017-06-23,7633506
IPR2017-01671,10730965,2017-06-23,7796133
IPR2017-01691,11400340,2017-06-28,7358867
IPR2017-01759,10484051,2017-07-11,7536598
IPR2017-01755,10760131,2017-07-11,7392541
IPR2017-01762,10031556,2017-07-12,6943166
IPR2017-01880,09176611,2017-07-27,6345389
IPR2017-01877,09176611,2017-07-27,6345389
IPR2017-01949,13974389,2017-08-15,8900497
IPR2013-00105,12106505,2013-01-05,7579016
IPR2014-00146,13282363,2013-11-12,8204561
IPR2014-00441,13652124,2014-02-18,8562366
IPR2014-00440,13652029,2014-02-18,8597041
IPR2014-00736,10293781,2014-05-07,6676446
CBM2014-00142,10996122,2014-05-29,7827099
CBM2014-00147,12911552,2014-06-13,8005752
IPR2014-01393,10100378,2014-08-27,6778074
IPR2015-00290,08813270,2014-11-21,5954781
IPR2015-00665,13664641,2015-02-02,8647308
IPR2015-00793,11413890,2015-02-25,7917285
IPR2015-00837,08877636,2015-03-03,6044382
IPR2015-00933,10005090,2015-03-24,6508563
DER2015-00005,14669074,2015-03-26,
CBM2015-00145,11479990,2015-05-19,7860222
IPR2015-01230,09663415,2015-05-20,6474277
IPR2015-01263,14254224,2015-05-22,8896447
IPR2015-01296,08780529,2015-05-29,5751346
IPR2015-01298,08781032,2015-05-29,5751345
IPR2015-01381,09884684,2015-06-11,6980564
IPR2015-01739,13679355,2015-08-17,8558811
IPR2015-01860,13937403,2015-09-03,8881447
IPR2015-01982,13672334,2015-09-25,8936847
DER2015-00011,14/352350,2015-10-05,
IPR2016-00101,12548021,2015-10-28,7835928
IPR2016-00100,11763680,2015-10-28,7590550
IPR2016-00178,12387661,2015-11-10,8385966
IPR2016-00196,10285312,2015-11-16,7241034
IPR2016-00195,12450608,2015-11-16,8868060
IPR2016-00206,11980701,2015-11-17,7973773
IPR2016-00208,11683282,2015-11-18,7635386
IPR2016-00186,09016206,2015-11-20,6118230
IPR2016-00190,09016205,2015-11-20,6160359
IPR2016-00185,09016344,2015-11-20,5945993
IPR2016-00238,09806921,2015-11-23,6799348
IPR2016-00239,09806807,2015-11-23,6836925
IPR2016-00302,12797139,2015-12-09,8090862
IPR2016-00418,11475847,2015-12-30,8155342
IPR2016-00416,10540594,2015-12-30,7522951
IPR2016-00497,08950057,2016-01-22,6111506
IPR2016-00501,10285312,2016-01-26,7241034
IPR2016-00541,11699750,2016-01-29,7895276
IPR2016-00464,13679355,2016-02-01,8558811
IPR2016-00550,11053628,2016-02-02,7652285
IPR2016-00548,10068500,2016-02-02,6689629
IPR2016-00465,14024312,2016-02-03,8952916
IPR2016-00463,12962096,2016-02-03,8338724
IPR2016-00563,11274999,2016-02-04,7868874
IPR2016-00619,14286884,2016-02-12,8934445
IPR2016-00746,09607498,2016-03-11,6575549
IPR2016-00753,08449097,2016-03-14,7752649
IPR2016-00751,08483980,2016-03-14,8752088
IPR2016-00752,10713092,2016-03-14,6880914
IPR2016-00791,12834893,2016-03-22,8678550
IPR2016-00790,12834893,2016-03-22,8678550
IPR2016-00801,13461432,2016-04-18,8454187
IPR2016-00919,12814584,2016-04-19,8141154
IPR2016-00945,12909377,2016-04-22,8354450
IPR2016-00878,11553426,2016-04-22,7415530
IPR2016-00802,13836026,2016-04-28,9044056
IPR2016-00998,11270293,2016-05-04,7787904
IPR2016-01029,13308658,2016-05-11,RE44186
IPR2016-01033,11091011,2016-05-12,RE42096
IPR2016-01071,12814584,2016-05-19,8141154
IPR2016-01075,09086079,2016-05-19,6529908
IPR2016-01090,09768307,2016-05-23,6340803
IPR2016-01088,09460403,2016-05-23,6194677
IPR2016-01089,09342205,2016-05-23,6318695
IPR2016-01122,13308658,2016-06-01,RE44186
IPR2016-01104,13308658,2016-06-01,RE44186
IPR2016-01121,08701890,2016-06-01,5960464
IPR2016-01117,13308658,2016-06-02,RE44186
IPR2016-01167,11763680,2016-06-08,7590550
IPR2016-01252,11428822,2016-06-23,8155298
IPR2016-01274,10794639,2016-06-28,7062251
IPR2016-01275,10794639,2016-06-28,7062251
IPR2016-01273,14570629,2016-06-28,9187921
IPR2016-01276,10794639,2016-06-28,7062251
PGR2016-00028,14720556,2016-07-12,9155776
IPR2016-01411,10910566,2016-07-13,7248685
IPR2016-01495,13652332,2016-07-27,8480519
IPR2016-01497,13917438,2016-07-27,8795108
IPR2016-01533,11475847,2016-08-05,8155342
IPR2016-01557,11475847,2016-08-08,8155342
IPR2016-01568,12501257,2016-08-09,8747116
IPR2016-01581,08124219,2016-08-11,5754946
IPR2016-01576,08124219,2016-08-11,5754946
IPR2016-01560,11475847,2016-09-07,8155342
IPR2016-01785,13709292,2016-09-14,8721118
IPR2016-01834,14016339,2016-09-21,8727569
IPR2016-01835,14016339,2016-09-21,8727569
IPR2016-01877,10299171,2016-09-22,7090690
IPR2017-00042,12027553,2016-10-07,7585860
IPR2017-00041,10181051,2016-10-07,7157456
IPR2017-00043,11460529,2016-10-07,7592339
IPR2017-00084,09325978,2016-10-14,6302230
IPR2017-00108,14495574,2016-10-24,9054728
IPR2017-00195,14720556,2016-11-02,9155776
IPR2017-00167,09579221,2016-11-02,6597812
IPR2017-00168,09579221,2016-11-02,6597812
IPR2017-00256,08976228,2016-11-11,6059576
IPR2017-00258,08976228,2016-11-12,6059576
IPR2017-00263,12879517,2016-11-14,8042288
IPR2017-00294,08459507,2016-11-18,8711885
IPR2017-00295,08459507,2016-11-18,8711885
IPR2017-00347,12620092,2016-11-29,8805001
IPR2017-00357,14449809,2016-11-30,8989445
IPR2017-00355,11676926,2016-11-30,7650015
IPR2017-00361,09516476,2016-12-01,6415207
IPR2017-00379,09023528,2016-12-07,6079854
IPR2017-00434,10510550,2016-12-21,7625628
IPR2017-00520,08748269,2016-12-21,5870087
IPR2017-00605,11836633,2017-01-07,8407356
IPR2017-00603,11510351,2017-01-07,8473552
IPR2017-00606,09399578,2017-01-09,8694657
IPR2017-00656,09399578,2017-01-12,8694657
IPR2017-00659,09399578,2017-01-12,8694657
IPR2017-00669,11510463,2017-01-13,8458245
IPR2017-00681,08531012,2017-01-13,5960032
IPR2017-00709,11510463,2017-01-17,8458245
IPR2017-00753,09596415,2017-01-23,6538324
IPR2017-00752,13370918,2017-01-23,8942107
IPR2017-00757,09596415,2017-01-23,6538324
IPR2017-00786,12800152,2017-01-27,8122141
IPR2017-00797,13888051,2017-01-28,8887308
IPR2017-00801,13740086,2017-01-28,8533860
IPR2017-00799,13397517,2017-01-28,8402555
IPR2017-00827,14506576,2017-01-31,9085619
IPR2017-00820,12800152,2017-01-31,8122141
IPR2017-00826,14506576,2017-01-31,9085619
IPR2017-00850,10995283,2017-02-03,7126174
IPR2017-00849,10995283,2017-02-03,7126174
IPR2017-00880,09274114,2017-02-13,6197696
IPR2017-00882,09274114,2017-02-13,6197696
IPR2017-00881,09274114,2017-02-13,6197696
IPR2017-00883,09274114,2017-02-13,6197696
IPR2017-01000,13858711,2017-03-01,RE45550
IPR2017-01010,10060800,2017-03-02,7162532
IPR2017-01022,13902227,2017-03-03,RE45542
IPR2017-01069,11400327,2017-03-10,7275186
IPR2017-01102,09613826,2017-03-16,6440706
IPR2017-01116,13902258,2017-03-20,RE45486
IPR2017-01109,13556420,2017-03-27,8930719
IPR2017-01061,08587943,2017-03-27,5745569
IPR2017-01181,10191596,2017-03-28,6744387
IPR2017-01182,10770213,2017-03-28,6982663
IPR2017-01179,13385375,2017-03-28,8364839
IPR2017-01272,14663446,2017-04-20,9211920
IPR2017-01317,13838638,2017-04-24,8938818
IPR2017-01360,12039672,2017-05-03,8307180
PGR2017-00025,14924680,2017-05-23,9423923
PGR2017-00027,14924706,2017-05-23,9423954
PGR2017-00028,14924677,2017-05-23,9423938
PGR2017-00026,14924680,2017-05-23,9423923
IPR2017-01529,13282148,2017-06-06,8898812
PGR2017-00036,15014730,2017-06-27,9554644
IPR2015-00213,08734340,2014-10-31,5929443
IPR2015-00885,10707741,2015-03-17,7202843
IPR2015-01519,08085329,2015-06-29,5594936
IPR2015-01681,09194367,2015-08-07,7764231
IPR2015-01687,09194367,2015-08-07,7764231
IPR2015-01711,09770838,2015-08-11,7525484
IPR2015-01712,10262413,2015-08-11,7298327
IPR2015-01713,12014092,2015-08-11,8032153
IPR2015-01708,09770838,2015-08-11,7525484
IPR2015-01888,13836803,2015-09-08,9125971
IPR2015-01912,10997357,2015-09-18,8929555
IPR2015-01940,11475360,2015-09-22,8102863
IPR2016-00005,11475360,2015-10-01,8102863
IPR2015-01941,12711857,2015-10-09,8065156
IPR2016-00080,13329992,2015-10-23,8879567
IPR2016-00097,10140937,2015-10-27,6697296
IPR2016-00096,09251352,2015-10-27,6233181
IPR2016-00158,11785063,2015-11-10,7772781
IPR2016-00124,13737833,2015-11-17,8706504
IPR2016-00137,13728715,2015-11-17,8682673
IPR2016-00177,13746266,2015-11-17,8781839
IPR2016-00211,12973657,2015-11-18,RE44249
IPR2016-00214,12973657,2015-11-18,RE44249
IPR2016-00183,11618103,2015-11-18,7522062
IPR2016-00221,11785063,2015-11-19,7772781
IPR2016-00220,12137871,2015-11-19,RE42196
IPR2016-00245,12811737,2015-11-24,8440170
IPR2016-00244,11178136,2015-11-24,7953886
IPR2016-00271,10349096,2015-12-01,6851389
IPR2016-00326,09409091,2015-12-14,6324537
IPR2016-00327,11122738,2015-12-14,7085159
IPR2016-00342,12784098,2015-12-15,8905089
IPR2016-00341,13352222,2015-12-15,8867703
IPR2016-00347,08718748,2015-12-16,5960074
IPR2016-00349,08718748,2015-12-16,5960074
IPR2016-00381,09747991,2015-12-22,6648892
IPR2016-00382,09089231,2015-12-22,6168598
IPR2016-00551,13352222,2016-02-03,8867703
IPR2016-00525,10790633,2016-02-10,7121461
IPR2016-00523,10790633,2016-02-10,7121461
IPR2016-00581,10797331,2016-02-10,7249761
IPR2016-00634,10266795,2016-02-18,8540575
IPR2016-00645,09486648,2016-02-23,7010572
IPR2016-00694,13757045,2016-03-01,8796464
IPR2016-00713,09761786,2016-03-04,6551327
IPR2016-00723,09364959,2016-03-08,6891633
IPR2016-00739,08482172,2016-03-10,5591678
IPR2016-00917,11518872,2016-04-19,8821541
IPR2016-00989,11898912,2016-04-30,8135342
IPR2016-00985,13418829,2016-04-30,8879987
IPR2016-00994,13329992,2016-05-01,8879567
IPR2016-00993,11475360,2016-05-01,8102863
IPR2016-01052,11898912,2016-05-17,8135342
IPR2016-01054,13418829,2016-05-17,8879987
IPR2016-01053,13418829,2016-05-17,8879987
IPR2016-01063,13948785,2016-05-19,8717166
IPR2016-01062,13550788,2016-05-19,8493207
IPR2016-01069,12956382,2016-05-19,8180858
IPR2016-01086,13849360,2016-05-23,8700996
PGR2016-00024,13926020,2016-05-31,9124125
IPR2016-01180,14012180,2016-06-21,9071578
IPR2016-01394,14542398,2016-07-08,9149151
IPR2016-01446,10215367,2016-07-15,7333798
IPR2016-01498,11650280,2016-07-27,8623291
IPR2016-01563,12946193,2016-08-10,8673927
IPR2016-01564,13143370,2016-08-10,8846695
IPR2016-01565,13057295,2016-08-10,8853156
IPR2016-01678,11849609,2016-08-24,RE43106
IPR2016-01677,11849609,2016-08-24,RE43106
IPR2017-00105,09802481,2016-10-19,7552080
IPR2017-00200,11775484,2016-11-04,8603514
IPR2017-00145,14054535,2016-11-18,9234651
IPR2017-00441,13000076,2016-12-07,8573374
IPR2017-00575,14270890,2017-01-04,9003499
IPR2017-00574,13437725,2017-01-04,8223012
IPR2017-00636,14620913,2017-01-11,9071931
IPR2017-00791,13740086,2017-01-27,8533860
IPR2017-00889,10219902,2017-02-10,6847107
IPR2017-00959,11400638,2017-02-21,8591897
DER2013-00001,13907090,2013-06-06,
DER2015-00003,13907090,2014-12-18,
DER2015-00009,14695008,2015-04-24,
DER2016-00001,14249420,2015-10-15,
IPR2016-00947,13740909,2016-04-22,8962685
IPR2016-00987,14187258,2016-04-29,9174155
IPR2017-00356,13336915,2016-12-02,8615577
DER2017-00007,15058862,2016-12-19,
IPR2017-01068,08730716,2017-03-10,5859601
IPR2017-01186,13783039,2017-03-28,8774309
IPR2017-01197,10420361,2017-03-29,7251768
IPR2017-01219,13858734,2017-03-30,RE45230
IPR2017-01200,13777993,2017-03-30,8718185
IPR2017-01214,13858734,2017-03-30,RE45230
IPR2017-01213,13301482,2017-03-30,8588317
PGR2017-00018,14375361,2017-04-02,9380739
IPR2017-01240,08894207,2017-04-04,6108388
IPR2017-01265,12984293,2017-04-11,8955867
IPR2017-01267,11135783,2017-04-11,7029774
IPR2017-01268,11135783,2017-04-11,7029774
IPR2017-01280,14134884,2017-04-17,8967844
IPR2017-01285,13476388,2017-04-17,8672518
IPR2017-01287,12775310,2017-04-17,8201968
IPR2017-01338,09642251,2017-04-28,6502576
IPR2017-01339,09240068,2017-04-28,6164283
IPR2017-01168,14045375,2017-04-28,8821873
IPR2017-01403,12646667,2017-05-09,8205592
IPR2017-01404,13422053,2017-05-09,8512071
IPR2017-01417,10964317,2017-05-12,7375027
IPR2017-01414,08432884,2017-05-12,6208574
IPR2017-01415,08432884,2017-05-12,6208574
IPR2017-01416,09160363,2017-05-12,6172554
IPR2017-01407,15019088,2017-05-12,9616276
IPR2017-01492,13947942,2017-05-26,8758044
IPR2017-01523,10740030,2017-06-02,7535890
PGR2017-00031,14682974,2017-06-06,9438782
IPR2017-01566,09776012,2017-06-09,6388330
IPR2017-01518,14228825,2017-06-09,9235462
IPR2017-01565,09207562,2017-06-09,6326231
IPR2017-01498,11035906,2017-06-09,7067944
IPR2017-01559,12325941,2017-06-09,7945699
IPR2017-01497,10383219,2017-06-09,7067952
IPR2017-01592,10468520,2017-06-12,8410131
IPR2017-01542,14051646,2017-06-12,9148877
IPR2017-01540,14793941,2017-06-12,9185688
IPR2017-01581,12322544,2017-06-12,8121082
IPR2017-01545,12680930,2017-06-12,8451787
IPR2017-01599,11719846,2017-06-13,8168381
IPR2017-01575,13105397,2017-06-13,8905133
IPR2017-01580,13105397,2017-06-13,8905133
IPR2017-01598,11719846,2017-06-13,8168381
IPR2017-01577,13105397,2017-06-13,8905133
IPR2017-01568,12126501,2017-06-13,8167043
IPR2017-01597,08993910,2017-06-13,6023085
IPR2017-01579,13105397,2017-06-13,8905133
IPR2017-01567,11751172,2017-06-13,7934556
IPR2017-01564,12040517,2017-06-13,7775278
IPR2017-01603,14067789,2017-06-14,8951728
IPR2017-01605,11016745,2017-06-14,7166253
IPR2017-01602,12278525,2017-06-14,8122604
IPR2017-01607,12805710,2017-06-15,8692126
IPR2017-01601,09629576,2017-06-16,6829634
IPR2017-01633,09741811,2017-06-16,6866812
IPR2017-01610,12286883,2017-06-16,8165035
IPR2017-01590,14062081,2017-06-16,9370641
IPR2017-01533,10267962,2017-06-16,6845953
IPR2017-01617,10219105,2017-06-16,6895449
IPR2017-01600,09629570,2017-06-16,6910069
IPR2017-01619,10381219,2017-06-16,8489868
IPR2017-01615,12476490,2017-06-16,8189566
IPR2017-01606,11035071,2017-06-16,7123704
IPR2017-01609,12286883,2017-06-16,8165035
IPR2017-01624,10114798,2017-06-16,8284844
IPR2017-01630,08780643,2017-06-16,5872038
IPR2017-01604,13210627,2017-06-16,8553636
IPR2017-01608,12737940,2017-06-16,8530250
IPR2017-01547,13209685,2017-06-16,8817718
IPR2017-01631,10383219,2017-06-16,7067952
IPR2017-01548,13209685,2017-06-16,8817718
IPR2017-01620,10381219,2017-06-16,8489868
IPR2017-01588,13407395,2017-06-16,8460247
IPR2017-01589,13667261,2017-06-16,8597249
IPR2017-01623,12737940,2017-06-16,8530250
IPR2017-01625,12611261,2017-06-16,7923644
IPR2017-01514,12854598,2017-06-16,8799088
IPR2017-01638,12775310,2017-06-19,8201968
IPR2017-01645,08975590,2017-06-19,6046076
IPR2017-01639,14134884,2017-06-19,8967844
IPR2017-01632,12843452,2017-06-19,8035417
IPR2017-01646,09520357,2017-06-19,6218215
IPR2017-01649,09166812,2017-06-19,6080605
IPR2017-01647,10203962,2017-06-19,6814921
IPR2017-01652,12316050,2017-06-20,8661094
PGR2017-00033,14440153,2017-06-20,9447360
IPR2017-01653,12316050,2017-06-20,8661094
IPR2017-01622,13469854,2017-06-21,9339507
IPR2017-01657,13609584,2017-06-21,8740631
IPR2017-01654,12668186,2017-06-21,9079490
IPR2017-01637,11000731,2017-06-21,7590059
IPR2017-01616,14970526,2017-06-21,9641644
IPR2017-01643,13476388,2017-06-21,8672518
IPR2017-01621,12591200,2017-06-21,9358240
IPR2017-01658,14447673,2017-06-22,9119931
IPR2017-01668,13546673,2017-06-22,8724622
IPR2017-01663,11400533,2017-06-22,7378992
IPR2017-01661,12632786,2017-06-22,8036119
IPR2017-01648,09705630,2017-06-22,6866866
IPR2017-01660,10668768,2017-06-22,7161506
IPR2017-01662,12632786,2017-06-22,8036119
IPR2017-01659,14447673,2017-06-22,9119931
IPR2017-01667,13546673,2017-06-22,8724622
IPR2017-01664,13154211,2017-06-23,8643513
IPR2017-01613,11349762,2017-06-23,7516154
IPR2017-01641,13754521,2017-06-23,9370205
IPR2017-01672,13653894,2017-06-23,9047626
IPR2017-01650,13083178,2017-06-23,8419889
IPR2017-01673,09705625,2017-06-23,6790459
PGR2017-00035,14451735,2017-06-23,9481265
IPR2017-01614,09606655,2017-06-23,6604101
IPR2017-01674,13412119,2017-06-24,8802545
IPR2017-01675,11511042,2017-06-26,7310104
IPR2017-01676,11625273,2017-06-26,7637035
IPR2017-01642,13754521,2017-06-26,9370205
IPR2017-01655,14444474,2017-06-27,9254240
PGR2017-00034,15173057,2017-06-27,9662335
IPR2017-01681,09731100,2017-06-27,6526701
IPR2017-01680,13222587,2017-06-27,8505221
PGR2017-00038,14595797,2017-06-27,9466035
IPR2017-01656,14826880,2017-06-28,9528843
IPR2017-01682,09331002,2017-06-28,6470399
IPR2017-01689,12647919,2017-06-28,8020320
IPR2017-01688,10668768,2017-06-28,7161506
IPR2017-01677,14826880,2017-06-28,9528843
IPR2017-01690,14495574,2017-06-28,9054728
IPR2017-01685,11019655,2017-06-29,7804948
IPR2017-01683,12907550,2017-06-29,8571194
IPR2017-01684,12723750,2017-06-29,7853000
IPR2017-01704,13358102,2017-06-30,8888701
IPR2017-01701,11848878,2017-06-30,8157730
IPR2017-01686,12387645,2017-06-30,9253973
IPR2017-01716,09706646,2017-06-30,6282648
CBM2017-00061,14035712,2017-06-30,8717204
IPR2017-01725,09865173,2017-06-30,6469816
IPR2017-01706,12491114,2017-06-30,8549310
IPR2017-01711,12325941,2017-06-30,7945699
IPR2017-01724,09765153,2017-06-30,6594055
IPR2017-01707,11821820,2017-06-30,7673072
IPR2017-01714,12470980,2017-06-30,9055104
IPR2017-01703,11811844,2017-06-30,8652040
IPR2017-01705,11821820,2017-06-30,7673072
IPR2017-01708,09149025,2017-06-30,6289453
IPR2017-01713,10260878,2017-06-30,7337241
IPR2017-01720,09765153,2017-06-30,6594055
IPR2017-01727,11400638,2017-06-30,8591897
IPR2017-01712,14229292,2017-06-30,8815830
IPR2017-01718,10260112,2017-06-30,7237036
IPR2017-01687,13134150,2017-06-30,9066511
IPR2017-01717,08628920,2017-06-30,5828751
IPR2017-01715,09130279,2017-06-30,6268803
IPR2017-01719,09865173,2017-06-30,6469816
IPR2017-01698,10302997,2017-06-30,7666655
IPR2017-01665,12272570,2017-06-30,8566960
IPR2017-01702,11811844,2017-06-30,8652040
IPR2017-01726,11400638,2017-06-30,8591897
IPR2017-01700,09044559,2017-06-30,6095661
IPR2017-01710,14035712,2017-06-30,8717204
IPR2017-01551,08411760,2017-06-30,6180373
IPR2017-01722,08628920,2017-06-30,5828751
IPR2017-01728,10260878,2017-07-01,7337241
IPR2017-01729,14038297,2017-07-01,8805948
IPR2017-01731,14981928,2017-07-03,9386356
IPR2017-01730,14981928,2017-07-03,9386356
IPR2017-01736,10601237,2017-07-03,8131880
IPR2017-01735,09970124,2017-07-03,7124205
IPR2017-01737,10601237,2017-07-03,8131880
IPR2017-01733,10260878,2017-07-03,7337241
IPR2017-01732,11821820,2017-07-03,7673072
IPR2017-01734,09970124,2017-07-03,7124205
IPR2017-01738,11009437,2017-07-04,7975305
IPR2017-01744,09978760,2017-07-06,6488390
IPR2017-01742,13959030,2017-07-06,9131864
IPR2017-01743,09209162,2017-07-06,7076730
IPR2017-01709,09130279,2017-07-07,6268803
IPR2017-01754,09433257,2017-07-07,7529806
IPR2017-01753,14229292,2017-07-07,8815830
IPR2017-01695,10138810,2017-07-07,7107532
IPR2017-01757,10031556,2017-07-10,6943166
PGR2017-00039,14934752,2017-07-10,9463183
IPR2017-01699,11543403,2017-07-11,8032919
IPR2017-01763,11277429,2017-07-11,7735116
IPR2017-01669,10619425,2017-07-11,6824110
IPR2017-01766,13955345,2017-07-12,RE44913
IPR2017-01761,10648933,2017-07-12,7046138
IPR2017-01768,13775000,2017-07-13,9095559
IPR2017-01721,08993597,2017-07-13,5991399
IPR2017-01767,14816674,2017-07-13,9254278
IPR2017-01692,08956262,2017-07-13,6138147
IPR2017-01769,14958259,2017-07-13,9326966
IPR2017-01785,13493921,2017-07-14,9264553
IPR2017-01789,13904748,2017-07-14,8960196
IPR2017-01783,08989615,2017-07-14,5974550
IPR2017-01780,10394686,2017-07-15,6936851
IPR2017-01792,13787153,2017-07-17,9105705
IPR2017-01795,13445289,2017-07-17,8383086
IPR2017-01788,09163094,2017-07-17,6249868
IPR2017-01796,11912400,2017-07-17,8197807
IPR2017-01806,14480630,2017-07-17,9119266
IPR2017-01786,11321376,2017-07-17,7755479
IPR2017-01813,13918702,2017-07-18,9398038
IPR2017-01809,14081865,2017-07-18,8992038
IPR2017-01810,14632655,2017-07-18,9301574
IPR2017-01816,08748269,2017-07-18,5870087
IPR2017-01817,15343052,2017-07-19,9635136
IPR2017-01818,15281037,2017-07-20,9641645
IPR2017-01797,13546673,2017-07-20,8724622
IPR2017-01823,14091661,2017-07-20,8802100
IPR2017-01824,15173191,2017-07-20,9512216
IPR2017-01804,13546673,2017-07-20,8724622
IPR2017-01829,11848172,2017-07-20,8038444
IPR2017-01801,14224125,2017-07-20,8995433
IPR2017-01798,13546673,2017-07-20,8724622
IPR2017-01802,10740030,2017-07-20,7535890
IPR2017-01513,08986283,2017-07-20,5973372
IPR2017-01800,12398063,2017-07-20,8243723
IPR2017-01805,13546673,2017-07-20,8724622
IPR2017-01799,12398076,2017-07-20,8199747
IPR2017-01826,10328214,2017-07-21,6997882
IPR2017-01831,10607963,2017-07-21,7437193
IPR2017-01836,11035906,2017-07-21,7067944
